,name,forward [log2(rna/dna)],reverse [log2(rna/dna)],chr.hg38,start.hg38,stop.hg38
41920,seq76382,-0.455,-1.189,8,132193915.0,132194115.0
41922,seq76385,-1.669,-1.73,8,132374355.0,132374555.0
41924,seq76390,-0.305,-0.766,8,132553780.0,132553980.0
41926,seq764,0.923,1.288,1,16226925.0,16227125.0
41928,seq76401,-2.574,-1.274,8,133040037.0,133040237.0
41930,seq76407,-2.137,-1.379,8,133237855.0,133238055.0
41932,seq76408,0.716,0.959,8,133309610.0,133309810.0
41934,seq76409,0.06,2.021,8,133364565.0,133364765.0
41936,seq7641,-0.178,-0.561,10,2575545.0,2575745.0
41938,seq76414,-1.309,-1.463,8,133453420.0,133453620.0
41940,seq76417,-0.781,-1.108,8,133496505.0,133496705.0
41942,seq76418,-1.679,-0.55,8,133533040.0,133533240.0
41944,seq7642,-1.473,-0.506,10,2576977.0,2577177.0
41946,seq76421,-0.885,-0.719,8,133642072.0,133642272.0
41948,seq76427,-1.137,-1.61,8,133735635.0,133735835.0
41950,seq76428,-1.024,-1.038,8,133803295.0,133803495.0
41952,seq76433,-1.608,-0.998,8,134011215.0,134011415.0
41954,seq76438,-1.01,-1.269,8,134336395.0,134336595.0
41956,seq76440,1.048,0.776,8,134457315.0,134457515.0
41958,seq76442,-0.286,-0.85,8,134478525.0,134478725.0
41960,seq76448,-1.119,-1.415,8,134684961.0,134685161.0
41962,seq76450,-0.815,-0.578,8,134691360.0,134691560.0
41964,seq76455,1.244,0.546,8,134832430.0,134832630.0
41966,seq76459,-1.307,-1.64,8,134925805.0,134926005.0
41968,seq7646,-1.014,-1.701,10,2671356.0,2671556.0
41970,seq76460,-0.223,0.361,8,135259420.0,135259620.0
41972,seq76466,-1.522,-1.306,8,135569663.0,135569863.0
41974,seq76469,-0.684,-0.456,8,137334700.0,137334900.0
41976,seq76470,-1.388,-0.52,8,137492915.0,137493115.0
41978,seq76474,-0.442,-0.65,8,138700434.0,138700634.0
41980,seq7649,-1.497,-1.556,10,2866655.0,2866855.0
41982,seq76492,1.214,1.982,8,140051980.0,140052180.0
41984,seq76493,-0.499,-1.386,8,140061951.0,140062151.0
41986,seq765,-1.528,-0.119,1,16227502.0,16227702.0
41988,seq76503,0.382,0.077,8,140393865.0,140394065.0
41990,seq76505,-0.735,-2.037,8,140437755.0,140437955.0
41992,seq76506,0.048,-0.129,8,140440658.0,140440858.0
41994,seq76507,-1.552,-1.457,8,140446915.0,140447115.0
41996,seq76509,1.919,2.436,8,140464725.0,140464925.0
41998,seq7651,-1.607,-0.786,10,2929590.0,2929790.0
42000,seq76516,-0.41,-0.496,8,140773796.0,140773996.0
42002,seq76518,0.211,-0.119,8,140834925.0,140835125.0
42004,seq76523,-1.028,-1.525,8,141034651.0,141034851.0
42006,seq76525,-0.915,-1.506,8,141059985.0,141060185.0
42008,seq76526,-1.637,-0.226,8,141075590.0,141075790.0
42010,seq76527,0.043,-0.188,8,141084400.0,141084600.0
42012,seq76529,-1.459,-0.511,8,141101253.0,141101453.0
42014,seq76535,-0.629,-0.744,8,141174975.0,141175175.0
42016,seq76541,0.162,-1.069,8,141282320.0,141282520.0
42018,seq76546,-0.071,-0.469,8,141308845.0,141309045.0
42020,seq76548,-1.112,-0.686,8,141347000.0,141347200.0
42022,seq76551,-0.701,-0.808,8,141375199.0,141375399.0
42024,seq76554,-0.174,0.165,8,141388235.0,141388435.0
42026,seq76559,-1.825,-0.496,8,141431550.0,141431750.0
42028,seq7656,-0.523,-1.054,10,3120195.0,3120395.0
42030,seq76561,-1.285,-0.765,8,141445007.0,141445207.0
42032,seq76565,-0.94,-0.899,8,141518158.0,141518358.0
42034,seq76567,0.352,1.698,8,141530905.0,141531105.0
42036,seq76568,-0.307,-0.205,8,141548132.0,141548332.0
42038,seq76573,-0.17,0.524,8,141600079.0,141600279.0
42040,seq76575,-1.721,-1.499,8,141666145.0,141666345.0
42042,seq76576,1.197,1.04,8,141666536.0,141666736.0
42044,seq76577,-1.427,-0.147,8,141667370.0,141667570.0
42046,seq76578,-1.252,-1.275,8,141676524.0,141676724.0
42048,seq76583,-1.685,-1.482,8,141738148.0,141738348.0
42050,seq76589,-1.654,-1.42,8,141889415.0,141889615.0
42052,seq7659,0.127,-0.464,10,3197435.0,3197635.0
42054,seq76590,1.798,1.597,8,141905070.0,141905270.0
42056,seq76599,0.289,0.218,8,142096155.0,142096355.0
42058,seq766,-1.517,-0.068,1,16227820.0,16228020.0
42060,seq7660,-0.941,-0.947,10,3222075.0,3222275.0
42062,seq76601,-1.29,-0.649,8,142128880.0,142129080.0
42064,seq76602,-0.316,-1.423,8,142149385.0,142149585.0
42066,seq76606,1.216,1.284,8,142224848.0,142225048.0
42068,seq76610,-2.192,-1.329,8,142295495.0,142295695.0
42070,seq76615,-1.397,-0.722,8,142395480.0,142395680.0
42072,seq7662,-0.31,-0.622,10,3260162.0,3260362.0
42074,seq76620,-1.331,-0.913,8,142475100.0,142475300.0
42076,seq76631,-1.014,-0.589,8,142653591.0,142653791.0
42078,seq76633,-0.28,2.793,8,142718200.0,142718400.0
42080,seq76634,-1.171,-0.911,8,142738765.0,142738965.0
42082,seq76642,-0.048,1.188,8,142874823.0,142875023.0
42084,seq76645,-1.256,-0.706,8,142943680.0,142943880.0
42086,seq76648,-0.808,0.366,8,142991594.0,142991794.0
42088,seq76649,-1.084,-1.018,8,143024010.0,143024210.0
42090,seq76651,-2.695,-1.418,8,143038714.0,143038914.0
42092,seq76659,-0.411,-0.411,8,143131125.0,143131325.0
42094,seq76660,-0.024,0.413,8,143133590.0,143133790.0
42096,seq76664,-1.848,-2.084,8,143186182.0,143186382.0
42098,seq76665,1.565,1.656,8,143219855.0,143220055.0
42100,seq76666,-0.19,-0.681,8,143220450.0,143220650.0
42102,seq76668,-0.731,-0.925,8,143231575.0,143231775.0
42104,seq76669,-1.872,-1.917,8,143276690.0,143276890.0
42106,seq76674,-1.536,-1.138,8,143331925.0,143332125.0
42108,seq76680,-1.711,-1.763,8,143434784.0,143434984.0
42110,seq76683,-2.257,-2.239,8,143464634.0,143464834.0
42112,seq76697,-1.387,-0.645,8,143760985.0,143761185.0
42114,seq767,-1.303,-1.482,1,16228405.0,16228605.0
42116,seq76700,0.592,-0.082,8,143771665.0,143771865.0
42118,seq76705,-1.193,-1.081,8,143844060.0,143844260.0
42120,seq76711,-0.545,-1.078,8,144019840.0,144020040.0
42122,seq76719,-1.949,-1.483,8,144052807.0,144053007.0
42124,seq76720,-0.467,-1.173,8,144126505.0,144126705.0
42126,seq76722,2.096,0.064,8,144151705.0,144151905.0
42128,seq76725,-0.771,-0.797,8,144182715.0,144182915.0
42130,seq76728,-1.65,-0.273,8,144233645.0,144233845.0
42132,seq7673,-1.021,0.057,10,3671717.0,3671917.0
42134,seq76733,-0.442,-0.094,8,144316060.0,144316260.0
42136,seq76735,-1.455,-0.782,8,144332570.0,144332770.0
42138,seq76738,0.26,0.861,8,144343120.0,144343320.0
42140,seq7674,-0.863,-1.087,10,3735200.0,3735400.0
42142,seq76744,-1.999,-1.18,8,144423347.0,144423547.0
42144,seq76745,-0.853,-0.751,8,144448455.0,144448655.0
42146,seq76746,0.197,1.056,8,144472435.0,144472635.0
42148,seq76748,-0.996,-0.479,8,144484416.0,144484616.0
42150,seq76749,1.633,2.573,8,144522355.0,144522555.0
42152,seq76758,-1.155,-1.032,8,144721129.0,144721329.0
42154,seq7676,-1.187,-1.27,10,3776135.0,3776335.0
42156,seq76768,-1.38,-0.566,8,145019439.0,145019639.0
42158,seq76774,-1.089,-1.361,9,11310.0,11510.0
42160,seq76779,-1.551,-1.819,9,114075.0,114275.0
42162,seq7678,-0.113,-0.372,10,3829757.0,3829957.0
42164,seq76788,-1.214,-0.285,9,574140.0,574340.0
42166,seq76795,-0.983,-0.762,9,757565.0,757765.0
42168,seq76796,-0.8,-0.596,9,764120.0,764320.0
42170,seq76808,-0.072,-1.378,9,969815.0,970015.0
42172,seq76829,-0.602,-1.266,9,1434184.0,1434384.0
42174,seq7683,-1.717,-0.845,10,3956042.0,3956242.0
42176,seq76841,-1.098,-1.18,9,1918743.0,1918943.0
42178,seq76854,0.635,-1.273,9,2228210.0,2228410.0
42180,seq76859,-0.681,-0.958,9,2243149.0,2243349.0
42182,seq76865,-1.165,-1.01,9,2469690.0,2469890.0
42184,seq7687,-0.813,-1.42,10,4151545.0,4151745.0
42186,seq76878,-2.167,-1.243,9,3124095.0,3124295.0
42188,seq76883,-1.136,-1.267,9,3271680.0,3271880.0
42190,seq76887,-1.201,-0.949,9,3562353.0,3562553.0
42192,seq76888,-0.659,-1.432,9,3732670.0,3732870.0
42194,seq76890,-0.335,-1.095,9,3946908.0,3947108.0
42196,seq76892,-0.974,-0.971,9,4066226.0,4066426.0
42198,seq76897,-1.187,0.07,9,4117840.0,4118040.0
42200,seq76898,-1.717,-1.076,9,4118148.0,4118348.0
42202,seq76904,-0.683,-2.453,9,4327590.0,4327790.0
42204,seq76910,-0.197,-1.041,9,4419383.0,4419583.0
42206,seq76913,1.197,0.398,9,4531455.0,4531655.0
42208,seq76918,-0.805,-0.469,9,4617838.0,4618038.0
42210,seq76923,-0.592,-0.662,9,4763310.0,4763510.0
42212,seq76925,-1.196,-0.315,9,4805625.0,4805825.0
42214,seq76927,-1.251,-1.422,9,4902223.0,4902423.0
42216,seq76934,-1.022,-0.571,9,5042959.0,5043159.0
42218,seq76937,-1.004,-1.071,9,5266055.0,5266255.0
42220,seq76944,-0.732,-0.092,9,5590115.0,5590315.0
42222,seq76951,-0.886,-0.7,9,5839358.0,5839558.0
42224,seq76953,-0.756,-0.414,9,5869845.0,5870045.0
42226,seq76958,-1.569,-1.357,9,5958453.0,5958653.0
42228,seq76969,1.606,0.356,9,6384848.0,6385048.0
42230,seq76973,-1.645,-0.949,9,6680880.0,6681080.0
42232,seq76974,-0.088,-0.675,9,6681255.0,6681455.0
42234,seq76975,-1.332,-1.305,9,6681580.0,6681780.0
42236,seq76976,-1.281,-0.781,9,6692495.0,6692695.0
42238,seq76981,-0.58,-1.452,9,6716300.0,6716500.0
42240,seq76984,-0.423,-0.786,9,6788643.0,6788843.0
42242,seq76987,-1.168,-1.555,9,6869598.0,6869798.0
42244,seq76988,-1.812,-1.887,9,6870895.0,6871095.0
42246,seq7699,-0.876,1.315,10,4849730.0,4849930.0
42248,seq76992,-1.186,-1.167,9,7094125.0,7094325.0
42250,seq76994,-0.94,-1.957,9,7174985.0,7175185.0
42252,seq76995,-0.701,-0.803,9,7185720.0,7185920.0
42254,seq76997,-1.538,-1.14,9,7210889.0,7211089.0
42256,seq770,-0.223,0.761,1,16491427.0,16491627.0
42258,seq77000,-0.988,-1.204,9,7358971.0,7359171.0
42260,seq77001,-0.779,-0.323,9,7360595.0,7360795.0
42262,seq77004,-0.879,-0.848,9,7536430.0,7536630.0
42264,seq77005,-1.168,-0.636,9,7542779.0,7542979.0
42266,seq77010,0.664,-0.037,9,7626765.0,7626965.0
42268,seq77014,-1.488,-1.125,9,8037026.0,8037226.0
42270,seq77016,-1.244,-1.252,9,8234535.0,8234735.0
42272,seq7702,-0.518,-1.83,10,5035359.0,5035559.0
42274,seq77020,-1.212,0.411,9,8514835.0,8515035.0
42276,seq77021,-1.34,-0.888,9,8561371.0,8561571.0
42278,seq7703,-1.492,-0.402,10,5089942.0,5090142.0
42280,seq77037,-0.474,-1.597,9,9035396.0,9035596.0
42282,seq77039,0.332,-1.014,9,9142125.0,9142325.0
42284,seq7704,-1.176,-1.27,10,5199525.0,5199725.0
42286,seq77066,-1.394,-1.686,9,10993560.0,10993760.0
42288,seq77071,-1.625,-1.361,9,11375087.0,11375287.0
42290,seq77072,-1.273,-1.373,9,11458485.0,11458685.0
42292,seq77074,-1.248,-1.044,9,11618640.0,11618840.0
42294,seq77076,-1.219,-1.752,9,11966985.0,11967185.0
42296,seq77078,-1.277,-1.064,9,12092127.0,12092327.0
42298,seq77079,-1.012,-1.204,9,12191732.0,12191932.0
42300,seq77081,-1.391,-0.882,9,12334234.0,12334434.0
42302,seq77082,-1.106,-0.835,9,12539274.0,12539474.0
42304,seq77087,-0.657,0.921,9,12819910.0,12820110.0
42306,seq77088,-0.654,-1.478,9,12856725.0,12856925.0
42308,seq77089,0.783,1.048,9,12955890.0,12956090.0
42310,seq7709,-0.775,-0.673,10,5417040.0,5417240.0
42312,seq77096,-1.169,-1.981,9,13513790.0,13513990.0
42314,seq77097,-0.033,-0.462,9,13514205.0,13514405.0
42316,seq77098,-0.653,-1.155,9,13550610.0,13550810.0
42318,seq77102,-0.947,-0.627,9,13688715.0,13688915.0
42320,seq77105,-1.752,-0.526,9,14031155.0,14031355.0
42322,seq77106,-0.744,-1.793,9,14071576.0,14071776.0
42324,seq77107,-0.382,-1.523,9,14121113.0,14121313.0
42326,seq77119,-1.736,-1.028,9,14346875.0,14347075.0
42328,seq77121,-0.794,-1.004,9,14348566.0,14348766.0
42330,seq77124,-0.523,-1.495,9,14442380.0,14442580.0
42332,seq77126,-0.423,-0.32,9,14466526.0,14466726.0
42334,seq77127,-0.831,-1.433,9,14466945.0,14467145.0
42336,seq77135,-1.124,-1.358,9,14907395.0,14907595.0
42338,seq77140,-1.125,0.111,9,15136787.0,15136987.0
42340,seq7715,-1.238,0.392,10,5583665.0,5583865.0
42342,seq77150,1.348,0.019,9,15628395.0,15628595.0
42344,seq77156,-0.015,0.015,9,16032910.0,16033110.0
42346,seq77167,-1.546,-1.057,9,16266720.0,16266920.0
42348,seq77169,-1.331,-1.326,9,16436637.0,16436837.0
42350,seq77173,-1.806,-1.604,9,16515276.0,16515476.0
42352,seq77178,-0.822,-1.575,9,16640724.0,16640924.0
42354,seq77179,-1.674,-1.369,9,16653502.0,16653702.0
42356,seq7718,-1.896,-0.995,10,5623220.0,5623420.0
42358,seq77185,1.724,0.919,9,16810340.0,16810540.0
42360,seq77186,-1.9,-1.948,9,16828965.0,16829165.0
42362,seq77188,0.221,-1.025,9,17005225.0,17005425.0
42364,seq77192,-1.297,-1.517,9,17204705.0,17204905.0
42366,seq77193,0.165,1.229,9,17268630.0,17268830.0
42368,seq77197,-0.492,1.033,9,17397310.0,17397510.0
42370,seq772,-1.731,-0.899,1,16499575.0,16499775.0
42372,seq77202,-0.821,-2.202,9,17744880.0,17745080.0
42374,seq77218,-0.874,-0.968,9,18297560.0,18297760.0
42376,seq77221,-1.486,-1.824,9,18356185.0,18356385.0
42378,seq77225,-2.057,-1.429,9,18563395.0,18563595.0
42380,seq77233,-1.089,-0.843,9,19028960.0,19029160.0
42382,seq77235,-1.172,-0.554,9,19174285.0,19174485.0
42384,seq77236,-1.6,-1.132,9,19184336.0,19184536.0
42386,seq77241,-0.339,-0.648,9,19464750.0,19464950.0
42388,seq77242,-2.168,-0.358,9,19465000.0,19465200.0
42390,seq77248,-1.824,-0.152,9,19551600.0,19551800.0
42392,seq77253,-0.312,-0.308,9,19922560.0,19922760.0
42394,seq77269,-0.493,-0.409,9,20356752.0,20356952.0
42396,seq77276,-1.445,-1.238,9,20583695.0,20583895.0
42398,seq77280,-1.801,-1.675,9,20742329.0,20742529.0
42400,seq77298,-2.516,-0.928,9,21392317.0,21392517.0
42402,seq77299,-1.106,-1.415,9,21396195.0,21396395.0
42404,seq77303,-0.705,-1.363,9,21455410.0,21455610.0
42406,seq77305,0.115,-0.086,9,21559685.0,21559885.0
42408,seq77310,-0.639,-2.639,9,21752085.0,21752285.0
42410,seq77312,-0.756,-0.508,9,21813080.0,21813280.0
42412,seq77318,-1.315,-2.367,9,22006105.0,22006305.0
42414,seq77321,-1.264,-0.941,9,22229145.0,22229345.0
42416,seq77331,-0.687,-0.202,9,23046121.0,23046321.0
42418,seq77337,0.913,0.596,9,23382483.0,23382683.0
42420,seq77338,-0.785,-0.853,9,23447294.0,23447494.0
42422,seq7735,-0.784,-1.768,10,6133438.0,6133638.0
42424,seq77350,0.683,0.062,9,24293524.0,24293724.0
42426,seq77354,-1.345,-0.629,9,24502602.0,24502802.0
42428,seq77361,0.247,-0.204,9,25003800.0,25004000.0
42430,seq7737,-0.691,-0.547,10,6151190.0,6151390.0
42432,seq77377,-1.208,-1.092,9,26833890.0,26834090.0
42434,seq77381,-1.423,-0.374,9,26975760.0,26975960.0
42436,seq77387,-1.5,-0.634,9,27165750.0,27165950.0
42438,seq77396,0.526,1.05,9,27457490.0,27457690.0
42440,seq77403,-0.879,-1.288,9,27715775.0,27715975.0
42442,seq77406,0.715,0.91,9,27771890.0,27772090.0
42444,seq77409,-1.524,-0.673,9,27866864.0,27867064.0
42446,seq7741,-1.147,-1.246,10,6173240.0,6173440.0
42448,seq77414,-0.593,-1.117,9,28289849.0,28290049.0
42450,seq77418,-0.796,-1.298,9,28389516.0,28389716.0
42452,seq7742,-1.236,-1.288,10,6275165.0,6275365.0
42454,seq77424,-1.448,-1.279,9,28970440.0,28970640.0
42456,seq77430,-0.705,-1.571,9,29212690.0,29212890.0
42458,seq77431,-1.086,-1.333,9,29213035.0,29213235.0
42460,seq77449,-1.063,-1.999,9,30497736.0,30497936.0
42462,seq77453,-1.16,-1.106,9,30732165.0,30732365.0
42464,seq77458,-1.272,-1.312,9,30851635.0,30851835.0
42466,seq77462,-0.96,-1.008,9,31160171.0,31160371.0
42468,seq77468,-1.314,-0.143,9,31651000.0,31651200.0
42470,seq77470,-0.839,-0.811,9,31807990.0,31808190.0
42472,seq77473,-0.87,-0.291,9,31950845.0,31951045.0
42474,seq77476,-0.58,-0.335,9,32098885.0,32099085.0
42476,seq77480,1.518,2.264,9,32217415.0,32217615.0
42478,seq77484,-1.679,-1.404,9,32334198.0,32334398.0
42480,seq77486,0.709,-0.782,9,32345355.0,32345555.0
42482,seq7749,-0.014,-0.597,10,6648000.0,6648200.0
42484,seq77490,-0.496,-1.005,9,32432040.0,32432240.0
42486,seq77491,-0.877,-1.014,9,32463974.0,32464174.0
42488,seq77495,-1.439,-1.128,9,32703728.0,32703928.0
42490,seq77496,-0.942,-0.885,9,32704444.0,32704644.0
42492,seq77497,-0.935,-1.316,9,32706072.0,32706272.0
42494,seq775,0.885,1.093,1,16514415.0,16514615.0
42496,seq77503,-1.74,-1.795,9,33044280.0,33044480.0
42498,seq77507,-1.198,-0.603,9,33111715.0,33111915.0
42500,seq77519,-0.775,-1.051,9,33439690.0,33439890.0
42502,seq77524,-1.136,-0.631,9,33599090.0,33599290.0
42504,seq77545,1.745,1.055,9,34198525.0,34198725.0
42506,seq77547,-0.928,-1.754,9,34256246.0,34256446.0
42508,seq77551,-1.46,-1.094,9,34363900.0,34364100.0
42510,seq77552,0.679,-1.705,9,34372630.0,34372830.0
42512,seq77558,-2.445,-1.555,9,34437425.0,34437625.0
42514,seq77559,-1.385,-0.911,9,34494050.0,34494250.0
42516,seq77564,1.475,2.706,9,34513675.0,34513875.0
42518,seq77570,-0.756,-0.736,9,34578171.0,34578371.0
42520,seq77571,0.905,1.014,9,34593073.0,34593273.0
42522,seq77573,-1.745,-1.225,9,34624578.0,34624778.0
42524,seq77575,-1.198,-0.42,9,34675140.0,34675340.0
42526,seq77579,1.59,2.411,9,34767260.0,34767460.0
42528,seq77580,-0.184,-0.34,9,34797035.0,34797235.0
42530,seq77583,-1.374,-0.919,9,34899635.0,34899835.0
42532,seq77585,-1.236,-1.725,9,34984140.0,34984340.0
42534,seq77588,0.417,-0.156,9,34994500.0,34994700.0
42536,seq77595,-0.824,-0.507,9,35341766.0,35341966.0
42538,seq77599,-1.39,-0.668,9,35477340.0,35477540.0
42540,seq776,-0.758,-1.432,1,16520585.0,16520785.0
42542,seq77603,-0.573,-0.857,9,35518275.0,35518475.0
42544,seq77608,-0.441,-1.555,9,35611325.0,35611525.0
42546,seq77609,-1.779,-1.705,9,35646250.0,35646450.0
42548,seq77611,0.635,0.541,9,35680840.0,35681040.0
42550,seq77612,-0.184,-1.481,9,35696650.0,35696850.0
42552,seq77613,-1.747,-0.582,9,35725451.0,35725651.0
42554,seq77614,-1.154,-0.148,9,35727995.0,35728195.0
42556,seq77615,-0.668,-0.456,9,35728305.0,35728505.0
42558,seq77619,-0.623,-0.497,9,35846295.0,35846495.0
42560,seq7762,-0.833,-0.503,10,6920075.0,6920275.0
42562,seq77623,-0.691,-0.933,9,35914505.0,35914705.0
42564,seq77625,-0.017,-0.149,9,35962233.0,35962433.0
42566,seq77627,-0.46,-0.332,9,35996772.0,35996972.0
42568,seq7763,-2.102,-1.307,10,7053295.0,7053495.0
42570,seq77636,-0.768,-0.809,9,36205250.0,36205450.0
42572,seq77638,-0.894,-1.318,9,36317867.0,36318067.0
42574,seq77642,-1.319,-1.573,9,36416320.0,36416520.0
42576,seq77644,-0.944,-1.08,9,36486166.0,36486366.0
42578,seq77645,-2.068,-1.964,9,36486950.0,36487150.0
42580,seq77647,-2.322,-1.611,9,36499563.0,36499763.0
42582,seq77651,-1.284,-1.034,9,36637956.0,36638156.0
42584,seq77654,-1.006,0.322,9,36728995.0,36729195.0
42586,seq77655,-1.724,-1.211,9,36739667.0,36739867.0
42588,seq77656,-1.078,-0.84,9,36742365.0,36742565.0
42590,seq77662,-1.31,-0.958,9,36798363.0,36798563.0
42592,seq77664,-2.045,-1.834,9,36834073.0,36834273.0
42594,seq77667,-1.311,-1.233,9,36864795.0,36864995.0
42596,seq77669,-1.374,-1.039,9,36905440.0,36905640.0
42598,seq77670,-0.167,-0.688,9,36913935.0,36914135.0
42600,seq77673,1.691,0.182,9,36980295.0,36980495.0
42602,seq77674,-0.953,-2.05,9,36986090.0,36986290.0
42604,seq77675,-0.666,-0.807,9,36991640.0,36991840.0
42606,seq77678,-2.335,-1.036,9,37026710.0,37026910.0
42608,seq77679,-0.458,-2.164,9,37027680.0,37027880.0
42610,seq77680,-1.156,-1.358,9,37028506.0,37028706.0
42612,seq77684,-0.539,-0.79,9,37030652.0,37030852.0
42614,seq77685,-1.089,-0.67,9,37036710.0,37036910.0
42616,seq77686,-0.996,-1.704,9,37037855.0,37038055.0
42618,seq77688,-0.854,-0.994,9,37079490.0,37079690.0
42620,seq77693,-0.565,0.01,9,37226835.0,37227035.0
42622,seq77697,-0.808,-0.746,9,37364855.0,37365055.0
42624,seq77699,-0.403,-1.224,9,37410951.0,37411151.0
42626,seq77700,-1.536,-0.299,9,37411359.0,37411559.0
42628,seq77701,-1.336,-2.244,9,37415290.0,37415490.0
42630,seq77702,-0.792,-1.359,9,37430845.0,37431045.0
42632,seq77703,-0.162,-0.639,9,37434095.0,37434295.0
42634,seq77705,-0.888,-0.653,9,37512434.0,37512634.0
42636,seq77709,-1.047,-0.749,9,37913695.0,37913895.0
42638,seq77710,1.226,0.234,9,37920465.0,37920665.0
42640,seq77711,-1.122,-0.577,9,37941418.0,37941618.0
42642,seq77714,-0.946,-0.03,9,38000475.0,38000675.0
42644,seq77715,0.687,0.455,9,38008195.0,38008395.0
42646,seq77721,-0.781,-0.991,9,38088065.0,38088265.0
42648,seq77722,-1.841,-1.303,9,38145725.0,38145925.0
42650,seq77731,0.497,0.784,9,38346815.0,38347015.0
42652,seq77732,1.005,0.066,9,38381194.0,38381394.0
42654,seq77734,-1.234,-0.366,9,38417090.0,38417290.0
42656,seq77736,-0.761,-0.318,9,38486926.0,38487126.0
42658,seq77738,-0.198,0.122,9,38642045.0,38642245.0
42660,seq77762,-1.09,-2.32,9,40196381.0,40196581.0
42662,seq77764,-0.704,-1.383,9,40310744.0,40310944.0
42664,seq77774,-1.387,-1.404,9,40951946.0,40952146.0
42666,seq77782,-1.079,-1.885,9,41237405.0,41237605.0
42668,seq77784,-1.237,-1.493,9,41266625.0,41266825.0
42670,seq77789,-0.87,-0.772,9,41280660.0,41280860.0
42672,seq77792,-0.875,-1.362,9,41527253.0,41527453.0
42674,seq77793,-2.182,-0.505,9,41655274.0,41655474.0
42676,seq77799,-1.006,-1.286,9,42307576.0,42307776.0
42678,seq77800,0.22,-0.014,9,42323535.0,42323735.0
42680,seq7782,-0.83,-1.137,10,7541490.0,7541690.0
42682,seq77822,-1.027,-0.877,9,61330470.0,61330670.0
42684,seq77828,-1.071,-1.976,9,61976456.0,61976656.0
42686,seq77829,1.654,0.32,9,62121556.0,62121756.0
42688,seq77832,-1.094,-1.259,9,62532454.0,62532654.0
42690,seq77835,-1.859,-1.2,9,62799619.0,62799819.0
42692,seq77846,-1.008,-2.001,9,62843278.0,62843478.0
42694,seq77847,-0.675,-2.678,9,62843814.0,62844014.0
42696,seq77855,-1.659,-1.711,9,63385685.0,63385885.0
42698,seq77857,-1.567,-1.242,9,63816745.0,63816945.0
42700,seq77859,-2.732,-1.381,9,63817780.0,63817980.0
42702,seq77861,-0.547,-0.575,9,64422007.0,64422207.0
42704,seq77866,-1.501,-1.038,9,65566532.0,65566732.0
42706,seq77867,-0.882,-0.285,9,65987240.0,65987440.0
42708,seq77876,0.998,1.159,9,66269910.0,66270110.0
42710,seq7788,-0.293,-0.132,10,7734920.0,7735120.0
42712,seq77880,-2.104,-0.741,9,66774719.0,66774919.0
42714,seq77882,-1.206,-1.086,9,66813120.0,66813320.0
42716,seq7789,-1.559,-1.32,10,7756480.0,7756680.0
42718,seq77900,-0.412,-0.57,9,68530690.0,68530890.0
42720,seq77911,-1.188,-1.04,9,68697918.0,68698118.0
42722,seq77919,-0.508,-0.478,9,69023720.0,69023920.0
42724,seq77933,-1.799,-1.012,9,69313289.0,69313489.0
42726,seq77934,-1.609,-1.132,9,69339716.0,69339916.0
42728,seq77939,0.822,0.89,9,69477000.0,69477200.0
42730,seq77957,-0.727,-0.736,9,70418280.0,70418480.0
42732,seq77969,-0.814,0.323,9,70602545.0,70602745.0
42734,seq77976,-0.918,-0.994,9,71209965.0,71210165.0
42736,seq77983,-1.858,-0.603,9,71355980.0,71356180.0
42738,seq77984,-0.679,-0.823,9,71383425.0,71383625.0
42740,seq77988,-1.755,-1.292,9,71552615.0,71552815.0
42742,seq77990,2.197,0.352,9,71595970.0,71596170.0
42744,seq77998,-1.649,-0.341,9,71760972.0,71761172.0
42746,seq77999,-0.935,-1.446,9,71793865.0,71794065.0
42748,seq7800,-2.146,-1.664,10,8332445.0,8332645.0
42750,seq78000,0.193,-0.916,9,71806925.0,71807125.0
42752,seq78005,-0.239,-0.6,9,71966710.0,71966910.0
42754,seq78010,-1.654,-0.882,9,72193653.0,72193853.0
42756,seq78025,0.222,-0.402,9,72718580.0,72718780.0
42758,seq78046,0.016,-0.416,9,73916070.0,73916270.0
42760,seq78057,0.911,0.287,9,74493660.0,74493860.0
42762,seq78069,-0.663,-0.859,9,74927476.0,74927676.0
42764,seq78072,0.277,1.15,9,75122175.0,75122375.0
42766,seq78075,1.367,2.547,9,75208092.0,75208292.0
42768,seq78080,-2.207,-3.298,9,75359733.0,75359933.0
42770,seq78085,-1.206,-1.414,9,75740335.0,75740535.0
42772,seq78093,-1.11,-0.93,9,76219611.0,76219811.0
42774,seq78095,-0.423,-1.004,9,76322920.0,76323120.0
42776,seq78100,-0.21,0.103,9,76456308.0,76456508.0
42778,seq78111,-1.674,-1.239,9,76860973.0,76861173.0
42780,seq78117,-1.976,-1.629,9,77014957.0,77015157.0
42782,seq78119,-1.199,-1.266,9,77022865.0,77023065.0
42784,seq78126,-1.531,-1.541,9,77440265.0,77440465.0
42786,seq7813,-0.823,-1.38,10,8995322.0,8995522.0
42788,seq78131,-2.172,-2.204,9,77488490.0,77488690.0
42790,seq78132,-1.081,-0.176,9,77534800.0,77535000.0
42792,seq78133,1.135,-0.63,9,77543545.0,77543745.0
42794,seq78140,-0.316,-0.805,9,77897405.0,77897605.0
42796,seq78141,-0.83,-1.959,9,77944875.0,77945075.0
42798,seq78143,0.048,-0.447,9,77960465.0,77960665.0
